edge,nodeid,x,y,weight,active,demand,
3,519,-209.791246,79.541542,0.116639787,1,3,
3,601,-209.790086,79.54142,0.058232637,1,1,
3,631,-209.789506,79.541368,0.116646817,1,2,
3,688,-209.788344,79.541266,0.325486037,1,4,
3,943,-209.785098,79.541026,0.649930766,1,1,
3,1293,-209.778616,79.540552,0.298242385,1,2,
3,1416,-209.775642,79.540328,0.02787185,1,1,
3,1424,-209.775364,79.540308,0.134572062,1,2,
3,1485,-209.774022,79.540208,0.053580967,1,4,
3,1504,-209.773488,79.540164,0.137210058,1,1,
3,1559,-209.77212,79.540058,0.039529736,1,2,
3,1572,-209.771726,79.540026,0.118557497,1,1,
3,1640,-209.770544,79.539934,0.039314628,1,3,
3,1653,-209.770152,79.539904,0.438000639,1,3,
3,1775,-209.765786,79.539554,1.313954109,1,3,
3,2151,-209.752688,79.53851,0.437984703,1,3,
3,2230,-209.748322,79.538162,0.310111851,1,2,
3,2279,-209.745228,79.537952,0.605163449,1,1,
3,2383,-209.73919,79.537546,0.325116902,1,3,
3,2444,-209.735948,79.537302,0.296218095,1,1,
3,2493,-209.732994,79.537082,0.013823169,1,3,
3,2498,-209.732856,79.537074,0.025638253,1,3,
3,2502,-209.7326,79.53706,0.076515358,1,2,
3,2535,-209.731836,79.537018,0.025438553,1,1,
3,2608,-209.731582,79.537004,0.371553388,1,3,
3,2778,-209.727876,79.536738,0.059348799,1,3,
3,2804,-209.727284,79.536696,0.279021863,1,2,
3,2899,-209.724502,79.536482,0.033486117,1,2,
3,2904,-209.724168,79.536458,0.742425215,1,4,
3,3033,-209.716764,79.53591,0.062968246,1,4,
3,3036,-209.716136,79.535864,0.308229655,1,2,
3,3059,-209.713062,79.535638,9.256313413,0,2,
4,2,-209.799892,79.567708,0.353066226,0,4,
4,42,-209.799262,79.571182,0.241429907,1,4,
4,46,-209.799224,79.568768,0.076689765,1,1,
4,54,-209.799038,79.569512,0.058051701,1,2,
4,56,-209.798984,79.57009,6.255241748,0,1,
5,90,-209.798088,79.507544,0.268202685,0,3,
5,91,-209.798076,79.504862,0.0614,1,4,
5,92,-209.798076,79.505476,0.394805066,1,1,
5,95,-209.798056,79.509424,0.094213587,1,2,
5,97,-209.79804,79.510366,0.01240645,1,3,
5,98,-209.798036,79.51049,0.092410605,1,4,
5,100,-209.798022,79.511414,0.04900653,1,4,
5,101,-209.798014,79.511904,0.018604301,1,4,
5,102,-209.79801,79.51209,0.110808844,1,2,
5,103,-209.797996,79.513198,0.094605285,1,1,
5,105,-209.797986,79.514144,0.956899514,1,4,
5,119,-209.797848,79.504576,0.021967248,1,4,
5,125,-209.797728,79.504392,0.036314735,1,4,
5,129,-209.797568,79.504066,0.0074,1,2,
5,130,-209.797544,79.503996,8.03012584,0,3,
6,2711,-209.730794,79.548636,0.105801701,0,1,
6,2735,-209.729736,79.548642,0.143405021,1,2,
6,2768,-209.728302,79.548654,0.018239518,1,4,
6,2771,-209.72812,79.548666,0.018332485,1,2,
6,2776,-209.727938,79.548688,0.018829764,1,2,
6,2785,-209.727754,79.548728,0.025118121,1,3,
6,2795,-209.727518,79.548814,0.048236501,1,4,
6,2821,-209.727094,79.549044,0.195593456,1,2,
6,2874,-209.72543,79.550072,0.039106521,1,4,
6,2883,-209.725086,79.550258,0.022968674,1,1,
6,2887,-209.724866,79.550324,0.021631459,1,3,
6,2892,-209.72466,79.55039,0.020681393,1,4,
6,2901,-209.724456,79.550424,0.13411592,1,2,
6,2916,-209.723118,79.550516,0.8850414,0,4,
7,2555,-209.731766,79.548634,0.02640303,0,2,
7,2638,-209.731502,79.54863,0.070802542,1,2,
7,2711,-209.730794,79.548636,5.820603807,0,2,
8,679,-209.788502,79.556234,0.526514425,0,1,
8,1073,-209.783282,79.555546,0.362299434,1,2,
8,1269,-209.77972,79.554884,0.218652693,1,2,
8,1350,-209.777608,79.554318,0.157763621,1,2,
8,1399,-209.776102,79.553848,0.149161389,1,3,
8,1468,-209.774678,79.553404,0.169851818,1,1,
8,1513,-209.773038,79.552962,3.956671733,0,1,
9,2310,-209.744326,79.580186,0.135017925,0,1,
9,2313,-209.744304,79.578836,0.405053774,1,2,
9,2316,-209.744238,79.574786,0.135017925,1,3,
9,2318,-209.744216,79.573436,5.542393364,0,3,
10,15,-209.799594,79.57118,0.033200602,0,1,
10,42,-209.799262,79.571182,0.141400141,1,3,
10,120,-209.797848,79.571184,0.224439301,1,2,
10,198,-209.795604,79.571142,5.107556335,0,1,
11,155,-209.797088,79.520088,0.429600047,0,1,
11,308,-209.792792,79.520086,6.057910349,0,1,
12,553,-209.79073,79.58063,0.046731574,0,1,
12,575,-209.790458,79.58025,0.041870754,1,3,
12,583,-209.790262,79.57988,0.015310127,1,1,
12,587,-209.79021,79.579736,0.017145262,1,1,
12,591,-209.79016,79.579572,0.024955961,1,4,
12,598,-209.790118,79.579326,0.023789914,1,3,
12,600,-209.790088,79.57909,0.0998002,1,3,
12,602,-209.790086,79.578092,1.153283469,0,3,
13,1179,-209.781096,79.570868,0.246000081,0,4,
13,1180,-209.781094,79.568408,0.970249494,1,2,
13,1187,-209.780996,79.57811,0.407803973,1,1,
13,1190,-209.780978,79.574032,0.284,1,2,
13,1191,-209.780978,79.571192,0.581200034,1,3,
13,1195,-209.780976,79.577004,0.4266248,1,2,
13,1200,-209.78093,79.58127,0.077212693,1,1,
13,1203,-209.780916,79.582042,0.045444032,1,1,
13,1205,-209.780896,79.582496,0.042002381,1,3,
13,1210,-209.780838,79.582912,0.04310406,1,3,
13,1223,-209.780718,79.583326,0.069339743,1,1,
13,1242,-209.780482,79.583978,1.084066603,0,3,
14,1403,-209.776016,79.5741,0.288405617,0,1,
14,1404,-209.775998,79.571216,0.033800592,1,3,
14,1405,-209.775996,79.570878,0.2186,1,2,
14,1406,-209.775996,79.568692,1.086216571,1,4,
14,1409,-209.775936,79.55783,0.410802386,1,1,
14,1410,-209.775922,79.561938,0.276801806,1,3,
14,1411,-209.775912,79.564706,1.038005568,1,4,
14,1413,-209.775878,79.575086,0.078958217,1,2,
14,1418,-209.775582,79.575818,0.091512841,1,4,
14,1425,-209.775248,79.57667,0.10651798,1,1,
14,1436,-209.77486,79.577662,0.168133875,1,2,
14,1482,-209.774248,79.579228,0.085609813,1,1,
14,1487,-209.773938,79.580026,0.118664906,1,2,
14,1501,-209.773508,79.581132,0.044499438,1,1,
14,1506,-209.77335,79.581548,1.117863247,0,1,
15,1007,-209.784018,79.578208,0.035802235,0,1,
15,1010,-209.78398,79.578564,0.272983223,1,4,
15,1020,-209.78388,79.581292,0.081224627,1,2,
15,1024,-209.78386,79.58048,0.1322,1,3,
15,1025,-209.78386,79.579158,0.065322584,1,4,
15,1032,-209.78382,79.57981,1.283770696,0,2,
16,224,-209.795092,79.585954,0.029673557,0,4,
16,226,-209.795006,79.586238,0.013416408,1,4,
16,227,-209.794946,79.586358,0.047407172,1,1,
16,231,-209.794708,79.586768,0.916613637,1,4,
16,232,-209.794658,79.595934,0.9020002,1,1,
16,233,-209.794652,79.586914,0.756200106,1,1,
16,234,-209.794648,79.594476,0.746000965,1,1,
16,235,-209.794636,79.587016,0.910800351,1,1,
16,236,-209.794628,79.596124,0.065207668,1,1,
16,245,-209.794426,79.596744,11.01559838,0,3,
17,2808,-209.7272,79.50948,0.161027948,0,4,
17,2810,-209.72717,79.51109,0.393203255,1,3,
17,2814,-209.727154,79.515022,0.204206268,1,4,
17,2816,-209.727138,79.51298,0.296215192,1,3,
17,2820,-209.727108,79.515942,0.03308474,1,4,
17,2822,-209.727032,79.516264,0.032585887,1,3,
17,2835,-209.726862,79.516542,0.058908743,1,2,
17,2857,-209.726494,79.517002,0.075222603,1,2,
17,2862,-209.725994,79.517564,0.773038809,0,3,
18,2981,-209.720644,79.511984,0.087592237,0,1,
18,2983,-209.720586,79.51111,9.988716724,0,2,
19,3,-209.799882,79.571852,0.325392809,0,2,
19,11,-209.79977,79.5686,0.282097075,1,1,
19,13,-209.799696,79.57142,0.026077577,1,1,
19,15,-209.799594,79.57118,0.025893629,1,2,
19,18,-209.799492,79.570942,0.135853156,1,3,
19,23,-209.799454,79.569584,0.074767105,1,4,
19,29,-209.79938,79.570328,6.8324702,0,1,
20,134,-209.79747,79.50203,12.11068747,0,1,
21,3118,-209.705362,79.580662,0.034000588,0,1,
21,3119,-209.70536,79.580322,0.123002602,1,2,
21,3120,-209.705352,79.579092,0.47060612,1,1,
21,3121,-209.705328,79.574386,0.156801148,1,2,
21,3122,-209.705322,79.572818,0.036600546,1,1,
21,3123,-209.70532,79.572452,0.124804006,1,3,
21,3125,-209.70531,79.571204,0.483610587,1,4,
21,3126,-209.705278,79.566368,0.161003106,1,4,
21,3127,-209.705268,79.564758,3.959168317,0,1,
22,2512,-209.732092,79.593878,0.025200794,0,4,
22,2531,-209.73184,79.59388,1.148873553,0,2,
23,2524,-209.73197,79.582392,0.0264,0,2,
23,2568,-209.731706,79.582392,6.060730138,0,4,
24,421,-209.79216,79.578084,0.207401543,0,3,
24,602,-209.790086,79.578092,0.23080312,1,1,
24,738,-209.787778,79.578104,0.146722732,1,1,
24,866,-209.786312,79.578044,0.118911396,1,4,
24,942,-209.785126,79.57813,0.111074209,1,2,
24,1007,-209.784018,79.578208,0.075,1,3,
24,1074,-209.783268,79.578208,0.087018619,1,3,
24,1103,-209.782398,79.57819,0.14042806,1,2,
24,1187,-209.780996,79.57811,0.166012048,1,2,
24,1276,-209.779336,79.57809,0.2154,1,3,
24,1359,-209.777182,79.57809,0.109239187,1,1,
24,1400,-209.776096,79.577972,0.048443369,1,1,
24,1417,-209.775622,79.577872,0.079040749,1,1,
24,1436,-209.77486,79.577662,6.163909409,0,3,
25,117,-209.797868,79.520478,0.041585574,0,4,
25,139,-209.797462,79.520388,0.0388,1,4,
25,161,-209.797074,79.520388,0.181,1,1,
25,212,-209.795264,79.520388,0.2466,1,2,
25,306,-209.792798,79.520388,0.397806083,1,4,
25,659,-209.78882,79.520366,0.058801361,1,2,
25,702,-209.788232,79.520362,0.149402142,1,4,
25,836,-209.786738,79.520354,0.161001988,1,3,
25,941,-209.785128,79.520346,0.072601102,1,2,
25,983,-209.784402,79.520342,0.066986864,1,2,
25,1051,-209.783734,79.520392,0.083327786,1,1,
25,1085,-209.78291,79.520516,0.133007368,1,4,
25,1143,-209.78158,79.52053,0.119600669,1,1,
25,1248,-209.780384,79.520534,0.377729851,1,4,
25,1381,-209.776612,79.520334,0.526406421,1,2,
25,1587,-209.771348,79.520308,0.056801408,1,3,
25,1632,-209.77078,79.520304,0.526407447,1,3,
25,1802,-209.765516,79.520276,0.40080499,1,1,
25,1913,-209.761508,79.520256,0.392606164,1,4,
25,2015,-209.757582,79.520234,0.309201035,1,3,
25,2119,-209.75449,79.520226,0.389401849,1,4,
25,2188,-209.750596,79.520214,0.209203442,1,4,
25,2224,-209.748504,79.520202,0.18380272,1,2,
25,2259,-209.746666,79.520192,0.187002674,1,1,
25,2298,-209.744796,79.520182,0.374805336,1,3,
25,2360,-209.741048,79.520162,0.189005185,1,3,
25,2386,-209.739158,79.520148,7.606930361,0,3,
26,198,-209.795604,79.571142,0.049024484,0,1,
26,221,-209.795142,79.570978,0.0066,1,1,
26,225,-209.795076,79.570978,0.255002824,1,1,
26,333,-209.792526,79.570966,0.615206372,1,2,
26,858,-209.786374,79.570938,0.0044,1,2,
26,865,-209.78633,79.570938,0.115591176,1,4,
26,933,-209.785224,79.570602,0.064689103,1,3,
26,967,-209.784592,79.570464,0.067318942,1,2,
26,1015,-209.78392,79.570424,0.047442175,1,4,
26,1061,-209.783446,79.570444,0.0356,1,1,
26,1077,-209.78309,79.570444,0.06593239,1,3,
26,1101,-209.782438,79.570542,0.06078717,1,2,
26,1134,-209.781846,79.57068,0.057609027,1,2,
26,1165,-209.781292,79.570838,0.019828263,1,4,
26,1179,-209.781096,79.570868,0.032190682,1,1,
26,1215,-209.780778,79.570918,0.199406419,1,4,
26,1287,-209.778784,79.570902,0.27881033,1,3,
26,1407,-209.775996,79.570878,0.392600815,1,2,
26,1560,-209.77207,79.570886,0.201200398,1,3,
26,1656,-209.770058,79.570882,0.049448964,1,3,
26,1673,-209.769564,79.57086,0.003255764,1,1,
26,1675,-209.769532,79.570854,0.043934497,1,1,
26,1694,-209.7691,79.570774,0.100882902,1,4,
26,1722,-209.76811,79.57058,0.069218495,1,3,
26,1743,-209.767422,79.570504,0.062432043,1,1,
26,1762,-209.766798,79.570484,0.055897048,1,4,
26,1768,-209.766246,79.570396,0.140817186,1,3,
26,1823,-209.764838,79.570418,0.107011962,1,1,
26,1845,-209.763768,79.570434,0.033005454,1,3,
26,1871,-209.763438,79.57044,0.069335417,1,3,
26,1875,-209.76275,79.570354,0.06685058,1,1,
26,1893,-209.762104,79.570182,0.088552809,1,3,
26,1923,-209.761308,79.569794,0.056467336,1,1,
26,1936,-209.760878,79.569428,0.287654515,1,3,
26,1973,-209.758854,79.567384,0.23603737,1,2,
26,2020,-209.757196,79.565704,0.11494851,1,3,
26,2050,-209.756292,79.564994,0.094366308,1,2,
26,2094,-209.755452,79.564564,0.10896605,1,3,
26,2122,-209.754376,79.564392,0.092704477,1,3,
26,2141,-209.75345,79.564348,0.094921441,1,1,
26,2156,-209.752502,79.564396,5.788411115,0,3,
27,30,-209.79937,79.530426,0.086002093,0,1,
27,31,-209.799364,79.531286,0.258006279,1,4,
27,33,-209.799346,79.533866,0.086200928,1,3,
27,34,-209.799342,79.534728,4.225790567,0,4,
28,1311,-209.778506,79.571492,0.310224499,0,1,
28,1326,-209.778388,79.574592,0.0572,1,2,
28,1327,-209.778388,79.57402,0.107273296,1,3,
28,1330,-209.778268,79.575086,0.078230429,1,2,
28,1341,-209.777992,79.575818,0.121386984,1,2,
28,1344,-209.777854,79.577024,0.026564638,1,4,
28,1347,-209.777736,79.576786,0.027672369,1,4,
28,1349,-209.777716,79.57651,2.385896435,0,4,
29,2,-209.799892,79.567708,0.11462635,0,4,
29,48,-209.799148,79.56858,0.083198558,1,3,
29,67,-209.798814,79.569342,0.251561603,1,4,
29,80,-209.798646,79.571852,0.206407849,1,3,
29,81,-209.798628,79.569788,0.056706966,1,2,
29,87,-209.798256,79.570216,0.144207905,1,3,
29,131,-209.79753,79.571462,0.074473619,1,4,
29,145,-209.797364,79.570736,0.080867793,1,2,
29,174,-209.796582,79.570942,0.099824045,1,3,
29,198,-209.795604,79.571142,2.430752344,0,2,
30,1555,-209.772164,79.564706,0.668769975,0,4,
30,1675,-209.769532,79.570854,0.612618805,1,2,
30,1678,-209.769484,79.564728,0.030860979,1,2,
30,1683,-209.76935,79.565006,6.788690763,0,3,
31,2868,-209.725758,79.512964,0.041630758,0,2,
31,2876,-209.725342,79.512948,0.022225211,1,3,
31,2881,-209.725128,79.512888,0.023970816,1,1,
31,2885,-209.724914,79.51278,0.022938178,1,1,
31,2890,-209.724744,79.512626,0.018419555,1,3,
31,2893,-209.724622,79.512488,0.017262677,1,1,
31,2895,-209.724544,79.512334,0.018642961,1,1,
31,2896,-209.724514,79.51215,0.105409298,1,4,
31,2900,-209.7245,79.511096,7.35916601,0,1,
32,988,-209.784294,79.553996,0.438986515,0,4,
32,1264,-209.77994,79.553436,0.381845885,1,4,
32,1398,-209.776128,79.553214,0.31002587,1,4,
32,1513,-209.773038,79.552962,5.751859126,0,1,
33,10,-209.79978,79.502038,8.260758834,0,3,
34,2556,-209.731766,79.548922,0.028600699,0,2,
34,2665,-209.73148,79.54892,0.119604181,1,2,
34,2726,-209.730284,79.54891,0.190403781,1,2,
34,2766,-209.72838,79.548898,0.341854062,0,1,
35,2651,-209.731486,79.550326,0.055220286,0,3,
35,2673,-209.731418,79.549778,0.020600971,1,2,
35,2674,-209.731416,79.549984,0.038874156,1,1,
35,2676,-209.731392,79.549596,0.009953894,1,3,
35,2683,-209.731354,79.549504,0.020600971,1,4,
35,2692,-209.731232,79.549338,0.021942653,1,1,
35,2700,-209.73107,79.54919,0.011815244,1,2,
35,2705,-209.730972,79.549124,0.023719191,1,4,
35,2713,-209.730756,79.549026,0.030633968,1,2,
35,2721,-209.730456,79.548964,0.108609024,1,1,
35,2741,-209.72937,79.548978,0.053613431,1,4,
35,2753,-209.728834,79.548966,0.045906427,1,1,
35,2766,-209.72838,79.548898,0.364291367,0,3,
36,2627,-209.731538,79.547082,0.098179428,0,3,
36,2679,-209.731374,79.54805,0.016858232,1,4,
36,2682,-209.73136,79.548218,0.080402239,1,2,
36,2684,-209.731354,79.547414,0.087411212,1,2,
36,2685,-209.73134,79.548288,0.020435264,1,1,
36,2693,-209.731208,79.548444,0.011720068,1,3,
36,2698,-209.731114,79.548514,0.008955445,1,3,
36,2704,-209.731036,79.548558,0.025425971,1,1,
36,2711,-209.730794,79.548636,2.803724666,0,4,
37,3144,-209.703334,79.554296,0.050203586,0,2,
37,3145,-209.702936,79.554602,0.150661077,1,4,
37,3159,-209.701746,79.555526,0.050167719,1,3,
37,3162,-209.70135,79.555834,0.075,1,2,
37,3163,-209.70135,79.556584,0.1712,1,2,
37,3164,-209.70135,79.558296,0.011574109,1,3,
37,3172,-209.701314,79.558406,0.009090655,1,2,
37,3174,-209.701256,79.558476,0.012882546,1,3,
37,3175,-209.701142,79.558536,0.012369317,1,3,
37,3177,-209.701028,79.558584,0.008260751,1,3,
37,3179,-209.700946,79.558594,0.006082763,1,1,
37,3181,-209.700886,79.558604,0.068807267,1,1,
37,3192,-209.700198,79.558594,0.140005143,1,3,
37,3193,-209.700186,79.559994,0.073002466,1,1,
37,3194,-209.70018,79.560724,0.013636715,1,4,
37,3195,-209.70017,79.56086,0.013815933,1,2,
37,3197,-209.700118,79.560988,0.013370116,1,2,
37,3200,-209.700042,79.561098,9.994628613,0,1,
38,0,-209.799986,79.560422,0.016044937,0,3,
38,6,-209.799826,79.560434,0.018748867,1,3,
38,14,-209.799642,79.56047,0.015,1,2,
38,17,-209.799498,79.560512,0.015840455,1,3,
38,32,-209.799354,79.560578,0.005813777,1,4,
38,39,-209.799302,79.560604,0.006997142,1,1,
38,44,-209.799242,79.56064,0.013120976,1,4,
38,50,-209.799138,79.56072,0.015431137,1,2,
38,55,-209.799024,79.560824,0.112171476,1,2,
38,58,-209.798962,79.561944,0.102204892,1,3,
38,60,-209.798952,79.560922,0.012001667,1,1,
38,61,-209.798904,79.561032,0.013661625,1,2,
38,63,-209.798862,79.561162,0.032600613,1,1,
38,65,-209.79886,79.561488,0.018054362,1,1,
38,66,-209.798846,79.561308,9.284298013,0,4,
39,3006,-209.71825,79.51522,0.053606716,0,3,
39,3011,-209.718128,79.514698,0.12452309,1,4,
39,3022,-209.717994,79.51346,0.131767371,1,3,
39,3027,-209.717852,79.51215,0.103465163,1,1,
39,3028,-209.717754,79.51112,0.161081346,1,4,
39,3030,-209.717606,79.509516,7.896383142,0,4,
40,178,-209.796282,79.50278,0.101988627,0,3,
40,181,-209.79622,79.503798,0.125521632,1,3,
40,204,-209.795472,79.50279,0,1,1,
40,204,-209.795472,79.50279,0.067601183,1,2,
40,228,-209.794796,79.502786,0.103812909,1,1,
40,241,-209.794532,79.50379,5.844545782,0,1,
41,1660,-209.769936,79.556808,0.148354306,0,2,
41,1715,-209.768466,79.556608,0.272861137,1,2,
41,1778,-209.765752,79.556326,0.152833504,1,3,
41,1839,-209.764224,79.556358,0.295407244,1,3,
41,1925,-209.761284,79.55607,0.207415332,1,4,
41,1968,-209.759248,79.555674,0.242197027,1,3,
41,2026,-209.7569,79.55508,0.260575133,1,4,
41,2121,-209.754384,79.554402,0.379368106,1,1,
41,2183,-209.75068,79.553582,0.279012903,1,2,
41,2238,-209.747938,79.553066,4.279735366,0,4,
42,973,-209.784492,79.575324,0.077,0,3,
42,974,-209.784492,79.574554,0.050809842,1,3,
42,975,-209.784482,79.574046,0.038208376,1,2,
42,976,-209.784474,79.573664,0.235276518,1,1,
42,980,-209.784414,79.576016,0.2668,1,3,
42,981,-209.784414,79.573348,0.338081765,1,4,
42,990,-209.784276,79.576726,0.36744899,1,4,
42,994,-209.784216,79.573052,0.054606959,1,3,
42,1033,-209.78382,79.572676,0.092877769,1,3,
42,1047,-209.783782,79.571748,2.758859387,0,1,
43,1687,-209.769258,79.595204,0.068400292,0,4,
43,1688,-209.769256,79.595888,0.075400265,0,1,
44,1689,-209.769254,79.596642,0.012,0,2,
44,1690,-209.769254,79.596762,3.717200135,0,2,
45,2513,-209.732082,79.596772,0.028488594,0,4,
45,2521,-209.73198,79.596506,0.127112234,1,1,
45,2530,-209.731866,79.59524,0.136024851,1,4,
45,2531,-209.73184,79.59388,0.330847397,1,2,
45,2542,-209.731784,79.590572,0.155418532,1,2,
45,2559,-209.73176,79.589018,0.662622004,1,2,
45,2568,-209.731706,79.582392,0.0348,1,2,
45,2569,-209.731706,79.58274,0.1256,1,4,
45,2570,-209.731706,79.583996,0.1362,1,3,
45,2571,-209.731706,79.585358,0.304200066,1,3,
45,2573,-209.731704,79.582316,0.544801799,1,3,
45,2579,-209.73169,79.587764,0.0094,1,1,
45,2580,-209.73169,79.587858,0.680800118,1,1,
45,2582,-209.731686,79.58105,0.042004285,1,3,
45,2583,-209.73168,79.58063,0.036479035,1,3,
45,2586,-209.731656,79.580266,0.0024,1,1,
45,2587,-209.731656,79.58029,3.724400435,1,1,
45,2592,-209.731638,79.543046,3.6224,1,4,
45,2593,-209.731638,79.57927,3.484400052,1,3,
45,2594,-209.731632,79.544426,3.4504,1,3,
45,2595,-209.731632,79.57893,3.308600024,1,3,
45,2596,-209.731628,79.545844,0.463212478,1,1,
45,2599,-209.731594,79.541212,0.103601737,1,4,
45,2600,-209.731588,79.540176,0.22200036,1,3,
45,2601,-209.731584,79.537956,0.016,1,1,
45,2602,-209.731584,79.538116,0.0482,1,1,
45,2603,-209.731584,79.538598,0.0162,1,3,
45,2604,-209.731584,79.53876,0.175600114,1,4,
45,2608,-209.731582,79.537004,0.019,1,4,
45,2609,-209.731582,79.537194,0.057,1,4,
45,2610,-209.731582,79.537764,0.0086,1,1,
45,2611,-209.731582,79.53785,0.137400146,1,3,
45,2612,-209.73158,79.536476,0.9924,1,3,
45,2613,-209.73158,79.5464,2.971600007,1,4,
45,2614,-209.731578,79.576116,4.175200019,1,1,
45,2616,-209.731574,79.534364,0.0528,0,4,
45,2617,-209.731574,79.534892,4.07200002,0,3,
45,2619,-209.73157,79.575612,0.212207634,1,3,
45,2624,-209.731552,79.57349,2.670800007,1,3,
45,2625,-209.73155,79.546782,0.03002399,1,1,
45,2627,-209.731538,79.547082,0.050447993,1,1,
45,2630,-209.731516,79.547586,0.759600105,1,4,
45,2631,-209.731512,79.555182,0.050600395,1,3,
45,2632,-209.73151,79.555688,0.152200131,1,3,
45,2633,-209.731508,79.55721,0.016,1,1,
45,2634,-209.731508,79.55737,0.246600081,1,1,
45,2635,-209.731506,79.554904,0.2814,1,1,
45,2636,-209.731506,79.557718,0.908800088,1,2,
45,2638,-209.731502,79.54863,0.517200039,1,2,
45,2639,-209.7315,79.553802,1.481,1,4,
45,2640,-209.7315,79.568612,1.99240004,1,3,
45,2643,-209.731496,79.548688,1.045800019,1,1,
45,2644,-209.731494,79.559146,0.507000039,1,1,
45,2645,-209.731492,79.554076,0.0082,1,1,
45,2646,-209.731492,79.554158,0.608800033,1,3,
45,2647,-209.73149,79.54807,0.522,1,2,
45,2648,-209.73149,79.55329,0.536400037,1,4,
45,2649,-209.731488,79.547926,1.9754,1,2,
45,2650,-209.731488,79.56768,1.735400012,1,3,
45,2651,-209.731486,79.550326,0.146600136,1,3,
45,2652,-209.731484,79.54886,0.1916,1,2,
45,2653,-209.731484,79.550776,0.0338,1,2,
45,2654,-209.731484,79.551114,0.0128,1,3,
45,2655,-209.731484,79.551242,0.043,1,2,
45,2656,-209.731484,79.551672,0.0082,1,3,
45,2657,-209.731484,79.551754,0.0118,1,4,
45,2658,-209.731484,79.551872,0.091400219,1,3,
45,2663,-209.731482,79.552786,0.386600052,1,3,
45,2665,-209.73148,79.54892,0.0464,1,3,
45,2666,-209.73148,79.549384,1.405200911,1,1,
45,2667,-209.731464,79.563436,0.110801625,1,3,
45,2668,-209.731458,79.564544,0.032400617,1,4,
45,2671,-209.731456,79.564868,6.84949027,0,2,
46,2,-209.799892,79.567708,0.446805416,0,3,
46,4,-209.79987,79.572176,0.116520384,1,4,
46,42,-209.799262,79.571182,0.241429907,1,3,
46,46,-209.799224,79.568768,0.076689765,1,1,
46,54,-209.799038,79.569512,0.058051701,1,4,
46,56,-209.798984,79.57009,9.750420325,0,4,
47,3137,-209.70382,79.548856,0.163488471,0,3,
47,3148,-209.702228,79.548484,0.039830139,1,3,
47,3156,-209.70184,79.548394,3.915088643,0,1,
48,2529,-209.731888,79.573492,0.033600595,0,4,
48,2624,-209.731552,79.57349,9.047997438,0,3,
